公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
3141,晶宏半導體股份有限公司,晶宏,半導體業,台北市內湖區瑞光路618號4樓,徐豫東,1988/8/14,103/03/14,新台幣                 10.0000元,"750,646,780","75,064,678",合併,每年,股東會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,UltraChip,invest@ultrachip.com,www.ultrachip.com
3147,大綜電腦系統股份有限公司,大綜,資訊服務業,高雄市左營區民族一路1163號,李志忠,1980/10/14,107/05/29,新台幣                 10.0000元,"390,060,990","39,006,099",合併,每年,董事會,華南永昌綜合證券股份有限公司,資誠聯合會計師事務所,JETWELL,jetwell@mail.jetwell.com.tw,http://www.jetwell.com.tw
3152,璟德電子工業股份有限公司,璟德,通信網路業,新竹縣湖口鄉新竹工業區自強路16號,雙德投資股份有限公司-代表人郭建文,1987/4/15,1997/3/24,新台幣                 10.0000元,"690,162,000","69,016,200",個別,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,ACX,acx@acxc.com.tw,http://www.acxc.com.tw
3162,精確實業股份有限公司,精確,電機機械,桃園市新屋區社子里二鄰中興路938號,胡白莎,1980/11/25,1994/10/3,新台幣                 10.0000元,"1,305,665,420","130,566,542",合併,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,UAT,raychang@al-uatc.com,www.al-alloy.com.tw
3163,波若威科技股份有限公司,波若威,通信網路業,新竹科學園區工業東九路30號3樓,鄭萬來,1987/5/18,101/12/03,新台幣                 10.0000元,"805,407,410","80,540,741",合併,每年,董事會,凱基證券股份有限公司股務代理部,資誠會計師事務所,Browave,browave3163@browave.com,http://www.browave.com
3169,亞信電子股份有限公司,亞信,半導體業,新竹科學園區新竹市新安路8號4樓,王春旗,1984/5/12,1998/11/24,新台幣                 10.0000元,"627,769,810","62,776,981",合併,每年,董事會,宏遠證券股份有限公司,安侯建業聯合會計師事務所,ASIX,csr@asix.com.tw,https://www.asix.com.tw
3171,新洲全球股份有限公司,新洲,居家生活,臺北市內湖區行善路397號5樓,李其政,1979/12/3,1993/9/17,新台幣                 10.0000元,"713,023,170","71,302,317",合併,每年,董事會,群益金鼎證券(股)公司股務代理部,安永聯合會計師事務所,XIN CHIO,tammy.huang@ycgroup.tw,http://www.xinchio.com
3176,基亞生物科技股份有限公司,基亞,生技醫療業,台北市南港區園區街3號F棟14樓,張世忠,1988/12/31,100/11/23,新台幣                 10.0000元,"1,392,297,550","139,229,755",合併,每年,股東會,群益金鼎證券股務代理部,安永聯合會計師事務所,MEDIGEN,info@medigen.com.tw,http://www.medigen.com.tw
3178,公準精密工業股份有限公司,公準,半導體業,814 高雄市仁武區五和里八德二路168號,蘇友欣,1967/3/27,107/11/19,新台幣                 10.0000元,"450,500,000","45,050,000",合併,每年,股東會,第一金證券股務代理部,資誠聯合會計師事務所,GONGIN,gongin@mail.gongin.com.tw,www.gongin.com.tw
3188,鑫龍騰開發股份有限公司,鑫龍騰,建材營造,高雄市鼓山區明誠四路33號,黃學藤,1989/11/24,1993/3/17,新台幣                 10.0000元,"1,863,098,760","186,309,876",合併,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,GLTD,service@gltd.com.tw,www.gltd.com.tw
3191,雲嘉南科技股份有限公司,雲嘉南,電子零組件業,台北市中正區中華路一段7號6樓之8,張瑞麟,1980/12/12,1994/4/12,新台幣                 10.0000元,"435,973,810","43,597,381",合併,每年,股東會,福邦證券股份有限公司股務代理部,馬施云大華聯合會計師事務所,YJN,86105242@yjn.tw,http://www.holdjinn.com.tw
3202,樺晟電子股份有限公司,樺晟,電子零組件業,台北市南港區南港路3段50巷16號4F,魏孝秦,1973/3/24,1994/7/26,新台幣                 10.0000元,"1,220,448,700","122,044,870",合併,每年,股東會,元大證券股務代理部,馬施云大華聯合會計師事務所,HIGH-TEK,terry_chang@high-tek.com.tw,http://www.high-tek.com.tw
3205,佰研生化科技股份有限公司,佰研,生技醫療業,台北市南港區園區街3號10樓之6,陳樂維,1987/3/16,1994/9/12,新台幣                 10.0000元,"325,456,310","32,545,631",合併,每年,股東會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,SLS,carrie.chang@naturalbiokey.com,http://www.naturalbiokey.com
3206,志豐電子股份有限公司,志豐,電子零組件業,新北市淡水區中正東路二段69-11號10樓,張演堂,1968/7/24,1996/2/8,新台幣                 10.0000元,"589,166,210","58,916,621",合併,每年,董事會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,KINGSTATE,KS3206@kingstate.com.tw,www.kingstate.com.tw
3207,耀勝電子股份有限公司,耀勝,電子零組件業,桃園市大溪區大鶯路309-28號,蘇浩熙,1981/1/13,1993/11/4,新台幣                 10.0000元,"607,703,410","60,770,341",合併,每年,股東會,褔邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,YAO SHENG,ystrns@yselectronic.com,www.top-nation.com
3211,順達科技股份有限公司,順達,電腦及週邊設備業,桃園市龜山區文禾路188號13樓,鍾聰明,1987/7/15,1993/11/8,新台幣                 10.0000元,"1,511,730,210","151,173,021",合併,每年,董事會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,Dynapack,無,www.dynapack.com.tw
3213,茂訊電腦股份有限公司,茂訊,電腦及週邊設備業,新北市深坑區北深路三段250號7樓,沈頤同,1979/3/15,1993/10/1,新台幣                 10.0000元,"586,855,470","58,685,547",合併,每年,股東會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,Mildef,ada.liu@mildefcrete.com,http://www.crete.com.tw/
3217,優群科技股份有限公司,優群,電子零組件業,新竹市牛埔南路15之3號,王朝樑,1976/8/5,1993/4/30,新台幣                 10.0000元,"901,042,030","90,104,203",合併,每年,股東會,中國信託商業銀行代理部,眾智聯合會計師事務所,ARGOSY,argosy@argosy.com.tw,www.argosy.com.tw
3218,大學光學科技股份有限公司,大學光,生技醫療業,台北市南港區園區街3-1號4樓,歐淑芳,1983/8/3,1993/11/29,新台幣                 10.0000元,"847,248,990","84,724,899",合併,每年,董事會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,UNIVERSAL,jay.liu2@eyecenter.com.tw,www.uvb.com.tw/
3219,倚強科技股份有限公司,倚強科,其他電子業,臺北市內湖區瑞光路607號9樓,張明杰,1981/9/4,1993/3/19,新台幣                 10.0000元,"706,762,650","70,676,265",合併,每年,股東會,永豐金證券股份有限公司股務部,勤業眾信聯合會計師事務所,Aethertek,contact@aether-tek.com,https://www.aether-tek.com/
3221,台灣嘉碩科技股份有限公司,台嘉碩,通信網路業,桃園市平鎮區工業二路三號,黃鈺同,1986/11/10,1995/2/22,新台幣                 10.0000元,"1,039,774,100","103,977,410",合併,每年,股東會,凱基證券股份有限公司股務代理部,安侯建業聯合會計師事務所,TST,spokesman@mail.taisaw.com,http://www.taisaw.com
3224,三顧股份有限公司,三顧,電子通路業,新北市汐止區新台五路一段75號14樓之3,楊弘仁,1987/9/17,1993/6/3,新台幣                 10.0000元,"681,726,480","68,172,648",合併,每年,董事會,康和綜合證券股份有限公司,資誠聯合會計師事務所,MetaTech,stock@metatech.com.tw,WWW.METATECH.COM.TW
3226,至寶光電股份有限公司,至寶電,電機機械,台南市永康區環工路75號,林崇鎰,1975/9/13,1993/6/16,新台幣                 10.0000元,"644,305,730","64,430,573",個別,每年,董事會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,TOPOWER,invest@topower.com.tw,www.topower.com.tw
3227,原相科技股份有限公司,原相,半導體業,新竹科學園區新竹縣創新一路五號五樓,黃森煌,1987/7/13,1995/5/4,新台幣                 10.0000元,"1,468,308,740","146,830,874",合併,每年,董事會,宏遠證券股份有限公司,安永聯合會計師事務所,PXI,ir@pixart.com,http://www.pixart.com
3228,金麗科技股份有限公司,金麗科,半導體業,新竹市科學園區力行路2之1號6樓之1,易建男,1986/8/20,1994/3/2,新台幣                 10.0000元,"698,264,950","69,826,495",個別,每年,股東會,永豐金證券股份有限公司,資誠聯合會計師事務所,RDC,spokesman@rdc.com.tw,https://www.rdc.com.tw/
3230,錦明實業股份有限公司,錦明,光電業,桃園市蘆竹區南崁里經國路896號16樓,蔡翔峰,1976/5/1,1995/9/25,新台幣                 10.0000元,"710,109,000","71,010,900",合併,每年,股東會,台新綜合證券股份有限公司,德昌聯合會計師事務所,Jiin Ming,yutung.huang@mail.jmg.com.tw,http://www.jmg.com.tw
3232,昱捷股份有限公司,昱捷,電子通路業,新北市汐止區新台五路一段93號25樓之6,蔡棟國,1976/12/14,1993/11/1,新台幣                 10.0000元,"465,678,650","46,567,865",合併,每年,董事會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,SIC,carterjian@ms.sentronic.com.tw,http://www.sentronic.com.tw
3234,光環科技股份有限公司,光環,通信網路業,新竹科學園區新竹市展業一路21號,劉勝先,1986/9/1,100/03/24,新台幣                 10.0000元,"1,114,746,920","111,474,692",合併,每年,股東會,元大證券股份有限公司,資誠聯合會計師事務所,TrueLight,finance@truelight.com.tw,http://www.truelight.com.tw
3236,千如電機工業股份有限公司,千如,電子零組件業,桃園市楊梅區水美里楊湖路一段422號,徐明恩,1968/5/25,1993/12/2,新台幣                 10.0000元,"1,050,006,130","105,000,613",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,ABC,abcsa@atec-group.com,www.atec-group.com
3252,海灣國際開發(股)公司,海灣,觀光餐旅,臺中市西區民龍里大和路22號3樓,劉至誠,1983/7/19,1993/9/23,新台幣                 10.0000元,"501,957,540","50,195,754",合併,每年,股東會,福邦證券股份有限公司,安侯建業聯合會計師事務所,Haiwan,haiwan@haiwan.tw,www.haiwan.tw
3259,鑫創科技股份有限公司,鑫創,半導體業,新竹縣竹北市台元街22號5樓之一,林俊宏,1987/11/26,1996/12/24,新台幣                 10.0000元,"569,659,340","56,965,934",合併,每年,股東會,元富證券(股)公司,聯捷聯合會計師事務所,3S,spokesman@3system.com.tw,www.3system.com.tw
3260,威剛科技股份有限公司,威剛,半導體業,新北市中和區連城路258號18樓,陳立白,1990/5/4,1993/10/8,新台幣                 10.0000元,"2,959,594,480","295,965,448",合併,每半會計年度,董事會,康和綜合證券(股)公司股務代理部,資誠聯合會計師事務所,ADATA,adata@adata.com,www.adata.com
3264,欣銓科技股份有限公司,欣銓,半導體業,新竹縣湖口鄉勝利村工業三路3號,盧志遠,1988/10/11,1994/1/5,新台幣                 10.0000元,"4,901,700,760","490,170,076",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,Ardentec,Investors@ardentec.com,www.ardentec.com
3265,台星科股份有限公司,台星科,半導體業,新竹縣芎林鄉華龍村6鄰鹿寮坑176-5號,黃興陽,1989/4/26,1994/8/2,新台幣                 10.0000元,"1,362,616,590","136,261,659",合併,每年,董事會,元大證券股份有限公司,資誠聯合會計師事務所,WST,kevin.liu@winstek.com.tw,www.winstek.com.tw
3268,海德威電子工業股份有限公司,海德威,半導體業,台中市西屯區台灣大道四段925號14F-6,黃 (方方土) 芳,1980/4/13,1994/1/27,新台幣                 10.0000元,"334,262,720","33,426,272",合併,每年,股東會,台新證券股務代理部,資誠會計師事務所,Higher Way,fina.inve@higherway.com.tw,www.higherway.com.tw
3272,東碩資訊股份有限公司,東碩,電腦及週邊設備業,新北市新店區寶橋路235巷131號3樓之4,曹賜正,1982/2/4,103/08/26,新台幣                 10.0000元,"611,680,180","61,168,018",合併,每年,董事會,兆豐證券股份有限公司,資誠聯合會計師事務所,GW,ir@goodway.com.tw,www.goodway.com.tw
3276,宇環科技股份有限公司,宇環,電子零組件業,桃園市平鎮區工業二路12號,徐正民,1988/12/29,1994/1/12,新台幣                 10.0000元,"697,126,660","69,712,666",合併,每年,董事會,福邦證券股份有限公司,安侯建業聯合會計師事務所,tht,ritahu@tpt-pcb.com.tw,http://www.tht-pcb.com.tw
3284,太普高精密影像股份有限公司,太普高,其他,高雄市大寮區大發工業區莒光二街20號,呂金發,1987/10/21,1994/3/22,新台幣                 10.0000元,"888,414,080","88,841,408",合併,每年,董事會,永豐金證券股份有限公司,安永聯合會計師事務所,TOP,partner@pstop.com.tw,http://www.ctptop.com.tw
3285,微端科技股份有限公司,微端,其他電子業,新北市汐止區康寧街169巷31號12樓,魯景岱,1984/7/27,101/07/23,新台幣                 10.0000元,"427,353,240","42,735,324",合併,每年,股東會,富邦綜合證券股份有限公司,勤業眾信聯合會計師事務所,MT,sky@microtips.com.tw,www.microtips.com.tw
3287,廣寰科技股份有限公司,廣寰科,電腦及週邊設備業,新北市中和區建二路113號6樓,王忠傑,1988/5/10,1997/1/28,新台幣                 10.0000元,"439,704,830","43,970,483",合併,每年,股東會,永豐金證券股份有限公司,安永聯合會計師事務所,Kworld,annie@kworld.com.tw,www.kworld.com.tw
3288,點晶科技股份有限公司,點晶,電子零組件業,新竹科學工業園區新竹市展業一路9號4樓之3,金際遠,1985/12/27,1994/4/15,新台幣                 10.0000元,"150,000,000","15,000,000",合併,每年,股東會,群益金鼎證券股份有限公司,德昌聯合會計師事務所,SiTI,tiffany@siti.com.tw,www.siti.com.tw
3289,宜特科技股份有限公司,宜特,其他電子業,新竹市埔頂路22號1樓,余維斌,1983/3/9,1993/12/28,新台幣                 10.0000元,"740,089,210","74,008,921",合併,每季,董事會,兆豐證券股務代理部,勤業眾信聯合會計師事務所,IST,ir@istgroup.com,www.istgroup.com
3290,東浦精密光電股份有限公司,東浦,電子零組件業,桃園市蘆竹區長興路二段58號,戴建樟,1984/3/8,1994/5/19,新台幣                 10.0000元,"1,225,201,300","122,520,130",合併,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,DONPON,spokesman@donpon.com,www.donpon.com
3293,鈊象電子股份有限公司,鈊象,文化創意業,新北市五股區五工路130號,李柯柱,1978/11/10,1995/7/12,新台幣                 10.0000元,"1,409,007,800","140,900,780",合併,每半會計年度,董事會,群益金鼎證券(股)公司,勤業眾信聯合會計師事務所,IGS,vickysung@igs.com.tw,www.igs.com.tw
3294,英濟股份有限公司,英濟,電子零組件業,新北市土城區自強街五號一樓,徐文麟,1980/10/15,1996/4/27,新台幣                 10.0000元,"1,320,159,190","132,015,919",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,Megaforce,grace_huang@megaforce.com.tw,www.megaforce.com.tw
